message_id	response_id	article_id	llm_empathy
R_1Io8qG15wprv7wG_1	R_1Io8qG15wprv7wG	26	3.2
R_1Io8qG15wprv7wG_2	R_1Io8qG15wprv7wG	150	6.2
R_1Io8qG15wprv7wG_3	R_1Io8qG15wprv7wG	244	4.2
R_1Io8qG15wprv7wG_4	R_1Io8qG15wprv7wG	275	4.2
R_1Io8qG15wprv7wG_5	R_1Io8qG15wprv7wG	376	6.2
R_3oGWvgpA3WsRlRG_1	R_3oGWvgpA3WsRlRG	54	3.2
R_3oGWvgpA3WsRlRG_2	R_3oGWvgpA3WsRlRG	151	4.2
R_3oGWvgpA3WsRlRG_3	R_3oGWvgpA3WsRlRG	193	2.3
R_3oGWvgpA3WsRlRG_4	R_3oGWvgpA3WsRlRG	284	4.2
R_3oGWvgpA3WsRlRG_5	R_3oGWvgpA3WsRlRG	345	4.2
R_bClDeCMHTrXnuNP_1	R_bClDeCMHTrXnuNP	32	6.5
R_bClDeCMHTrXnuNP_2	R_bClDeCMHTrXnuNP	158	4.2
R_bClDeCMHTrXnuNP_3	R_bClDeCMHTrXnuNP	225	4.2
R_bClDeCMHTrXnuNP_4	R_bClDeCMHTrXnuNP	278	3.2
R_bClDeCMHTrXnuNP_5	R_bClDeCMHTrXnuNP	409	6.5
R_3sBwmH6f8c5bjRk_1	R_3sBwmH6f8c5bjRk	56	1.2
R_3sBwmH6f8c5bjRk_2	R_3sBwmH6f8c5bjRk	94	6.2
R_3sBwmH6f8c5bjRk_3	R_3sBwmH6f8c5bjRk	242	6.5
R_3sBwmH6f8c5bjRk_4	R_3sBwmH6f8c5bjRk	288	1.2
R_3sBwmH6f8c5bjRk_5	R_3sBwmH6f8c5bjRk	360	3.5
R_1gkCxCAAloxr2og_1	R_1gkCxCAAloxr2og	30	1.2
R_1gkCxCAAloxr2og_2	R_1gkCxCAAloxr2og	137	3.5
R_1gkCxCAAloxr2og_3	R_1gkCxCAAloxr2og	225	6.5
R_1gkCxCAAloxr2og_4	R_1gkCxCAAloxr2og	296	6.2
R_1gkCxCAAloxr2og_5	R_1gkCxCAAloxr2og	349	6.5
R_3EMi9H6INraNIsy_1	R_3EMi9H6INraNIsy	55	1.2
R_3EMi9H6INraNIsy_2	R_3EMi9H6INraNIsy	148	1.2
R_3EMi9H6INraNIsy_3	R_3EMi9H6INraNIsy	248	3.2
R_3EMi9H6INraNIsy_4	R_3EMi9H6INraNIsy	301	1.2
R_3EMi9H6INraNIsy_5	R_3EMi9H6INraNIsy	414	3.2
R_1CDCVd3BLzRFvYW_1	R_1CDCVd3BLzRFvYW	36	4.5
R_1CDCVd3BLzRFvYW_2	R_1CDCVd3BLzRFvYW	136	1.2
R_1CDCVd3BLzRFvYW_3	R_1CDCVd3BLzRFvYW	215	6.2
R_1CDCVd3BLzRFvYW_4	R_1CDCVd3BLzRFvYW	301	6.5
R_1CDCVd3BLzRFvYW_5	R_1CDCVd3BLzRFvYW	378	6.2
R_2PzZcjCPek5Gsrf_1	R_2PzZcjCPek5Gsrf	62	3.2
R_2PzZcjCPek5Gsrf_2	R_2PzZcjCPek5Gsrf	132	1.2
R_2PzZcjCPek5Gsrf_3	R_2PzZcjCPek5Gsrf	197	1.5
R_2PzZcjCPek5Gsrf_4	R_2PzZcjCPek5Gsrf	264	1.2
R_2PzZcjCPek5Gsrf_5	R_2PzZcjCPek5Gsrf	385	3.2
R_tPuj2guRW2IW3Ul_1	R_tPuj2guRW2IW3Ul	56	6.2
R_tPuj2guRW2IW3Ul_2	R_tPuj2guRW2IW3Ul	140	6.5
R_tPuj2guRW2IW3Ul_3	R_tPuj2guRW2IW3Ul	252	1.2
R_tPuj2guRW2IW3Ul_4	R_tPuj2guRW2IW3Ul	273	6.5
R_tPuj2guRW2IW3Ul_5	R_tPuj2guRW2IW3Ul	396	6.2
R_1pWjqW6tA6K6MYj_1	R_1pWjqW6tA6K6MYj	74	6.5
R_1pWjqW6tA6K6MYj_2	R_1pWjqW6tA6K6MYj	129	6.5
R_1pWjqW6tA6K6MYj_3	R_1pWjqW6tA6K6MYj	232	6.5
R_1pWjqW6tA6K6MYj_4	R_1pWjqW6tA6K6MYj	283	6.5
R_1pWjqW6tA6K6MYj_5	R_1pWjqW6tA6K6MYj	405	4.2
R_3itiLqshSfHXeoT_1	R_3itiLqshSfHXeoT	76	1.2
R_3itiLqshSfHXeoT_2	R_3itiLqshSfHXeoT	168	6.2
R_3itiLqshSfHXeoT_3	R_3itiLqshSfHXeoT	216	3.2
R_3itiLqshSfHXeoT_4	R_3itiLqshSfHXeoT	285	6.2
R_3itiLqshSfHXeoT_5	R_3itiLqshSfHXeoT	364	1.2
R_2aIZGqZj4dLDI6f_1	R_2aIZGqZj4dLDI6f	38	6.9
R_2aIZGqZj4dLDI6f_2	R_2aIZGqZj4dLDI6f	122	4.2
R_2aIZGqZj4dLDI6f_3	R_2aIZGqZj4dLDI6f	183	3.2
R_2aIZGqZj4dLDI6f_4	R_2aIZGqZj4dLDI6f	312	6.5
R_2aIZGqZj4dLDI6f_5	R_2aIZGqZj4dLDI6f	343	3.2
R_2ymwwrbpEL95KG9_1	R_2ymwwrbpEL95KG9	82	1.2
R_2ymwwrbpEL95KG9_2	R_2ymwwrbpEL95KG9	135	6.5
R_2ymwwrbpEL95KG9_3	R_2ymwwrbpEL95KG9	221	6.5
R_2ymwwrbpEL95KG9_4	R_2ymwwrbpEL95KG9	260	4.2
R_2ymwwrbpEL95KG9_5	R_2ymwwrbpEL95KG9	336	6.5
R_SPD8SJu6QwFyOcN_1	R_SPD8SJu6QwFyOcN	10	6.2
R_SPD8SJu6QwFyOcN_2	R_SPD8SJu6QwFyOcN	138	6.2
R_SPD8SJu6QwFyOcN_3	R_SPD8SJu6QwFyOcN	219	3.2
R_SPD8SJu6QwFyOcN_4	R_SPD8SJu6QwFyOcN	306	3.2
R_SPD8SJu6QwFyOcN_5	R_SPD8SJu6QwFyOcN	352	6.5
R_1f3fRDbsl9jD5Ww_1	R_1f3fRDbsl9jD5Ww	30	3.2
R_1f3fRDbsl9jD5Ww_2	R_1f3fRDbsl9jD5Ww	107	1.2
R_1f3fRDbsl9jD5Ww_3	R_1f3fRDbsl9jD5Ww	212	4.2
R_1f3fRDbsl9jD5Ww_4	R_1f3fRDbsl9jD5Ww	275	3.2
R_1f3fRDbsl9jD5Ww_5	R_1f3fRDbsl9jD5Ww	358	1.2
R_Rklp4RWQVQgmWid_1	R_Rklp4RWQVQgmWid	66	4.2
R_Rklp4RWQVQgmWid_2	R_Rklp4RWQVQgmWid	133	4.2
R_Rklp4RWQVQgmWid_3	R_Rklp4RWQVQgmWid	199	1.2
R_Rklp4RWQVQgmWid_4	R_Rklp4RWQVQgmWid	327	4.2
R_Rklp4RWQVQgmWid_5	R_Rklp4RWQVQgmWid	370	6.5
R_w5etN0bXknX91q9_1	R_w5etN0bXknX91q9	74	4.2
R_w5etN0bXknX91q9_2	R_w5etN0bXknX91q9	124	3.2
R_w5etN0bXknX91q9_3	R_w5etN0bXknX91q9	195	4.2
R_w5etN0bXknX91q9_4	R_w5etN0bXknX91q9	329	3.2
R_w5etN0bXknX91q9_5	R_w5etN0bXknX91q9	351	1.2
R_2COOVjyAYcbSZBM_1	R_2COOVjyAYcbSZBM	40	3.2
R_2COOVjyAYcbSZBM_2	R_2COOVjyAYcbSZBM	89	3.2
R_2COOVjyAYcbSZBM_3	R_2COOVjyAYcbSZBM	192	6.2
R_2COOVjyAYcbSZBM_4	R_2COOVjyAYcbSZBM	334	6.2
R_2COOVjyAYcbSZBM_5	R_2COOVjyAYcbSZBM	391	2.2
R_vZuGlfj8lOmSY37_1	R_vZuGlfj8lOmSY37	42	3.2
R_vZuGlfj8lOmSY37_2	R_vZuGlfj8lOmSY37	117	6.2
R_vZuGlfj8lOmSY37_3	R_vZuGlfj8lOmSY37	223	4.2
R_vZuGlfj8lOmSY37_4	R_vZuGlfj8lOmSY37	314	6.5
R_vZuGlfj8lOmSY37_5	R_vZuGlfj8lOmSY37	390	1.2
R_PXOlJ2jSCXLT3Ff_1	R_PXOlJ2jSCXLT3Ff	27	6.5
R_PXOlJ2jSCXLT3Ff_2	R_PXOlJ2jSCXLT3Ff	106	1.5
R_PXOlJ2jSCXLT3Ff_3	R_PXOlJ2jSCXLT3Ff	251	3.2
R_PXOlJ2jSCXLT3Ff_4	R_PXOlJ2jSCXLT3Ff	331	3.2
R_PXOlJ2jSCXLT3Ff_5	R_PXOlJ2jSCXLT3Ff	374	6.2
R_2Ua8QrptM9JbrQW_1	R_2Ua8QrptM9JbrQW	66	4.2
R_2Ua8QrptM9JbrQW_2	R_2Ua8QrptM9JbrQW	92	6.2
R_2Ua8QrptM9JbrQW_3	R_2Ua8QrptM9JbrQW	238	6.2
R_2Ua8QrptM9JbrQW_4	R_2Ua8QrptM9JbrQW	270	6.2
R_2Ua8QrptM9JbrQW_5	R_2Ua8QrptM9JbrQW	387	6.2
R_3oA99lmBLFDBvnj_1	R_3oA99lmBLFDBvnj	6	6.2
R_3oA99lmBLFDBvnj_2	R_3oA99lmBLFDBvnj	94	4.2
R_3oA99lmBLFDBvnj_3	R_3oA99lmBLFDBvnj	182	4.2
R_3oA99lmBLFDBvnj_4	R_3oA99lmBLFDBvnj	293	1.5
R_3oA99lmBLFDBvnj_5	R_3oA99lmBLFDBvnj	362	3.2
R_3eaFPz1YPhmUqzt_1	R_3eaFPz1YPhmUqzt	65	4.2
R_3eaFPz1YPhmUqzt_2	R_3eaFPz1YPhmUqzt	155	4.2
R_3eaFPz1YPhmUqzt_3	R_3eaFPz1YPhmUqzt	239	6.5
R_3eaFPz1YPhmUqzt_4	R_3eaFPz1YPhmUqzt	326	3.2
R_3eaFPz1YPhmUqzt_5	R_3eaFPz1YPhmUqzt	348	4.2
R_1eQAOZUF4OeFfld_1	R_1eQAOZUF4OeFfld	48	6.5
R_1eQAOZUF4OeFfld_2	R_1eQAOZUF4OeFfld	87	1.5
R_1eQAOZUF4OeFfld_3	R_1eQAOZUF4OeFfld	177	1.5
R_1eQAOZUF4OeFfld_4	R_1eQAOZUF4OeFfld	297	3.2
R_1eQAOZUF4OeFfld_5	R_1eQAOZUF4OeFfld	393	3.2
R_1oGrwdrSBjAsq7D_1	R_1oGrwdrSBjAsq7D	62	1.5
R_1oGrwdrSBjAsq7D_2	R_1oGrwdrSBjAsq7D	157	6.5
R_1oGrwdrSBjAsq7D_3	R_1oGrwdrSBjAsq7D	246	6.5
R_1oGrwdrSBjAsq7D_4	R_1oGrwdrSBjAsq7D	300	2.2
R_1oGrwdrSBjAsq7D_5	R_1oGrwdrSBjAsq7D	347	6.2
R_z83euUJF8eSSY8h_1	R_z83euUJF8eSSY8h	23	6.5
R_z83euUJF8eSSY8h_2	R_z83euUJF8eSSY8h	143	6.5
R_z83euUJF8eSSY8h_3	R_z83euUJF8eSSY8h	218	6.5
R_z83euUJF8eSSY8h_4	R_z83euUJF8eSSY8h	258	6.5
R_z83euUJF8eSSY8h_5	R_z83euUJF8eSSY8h	355	6.5
R_1LhyOz9jrkIJQCi_1	R_1LhyOz9jrkIJQCi	9	6.9
R_1LhyOz9jrkIJQCi_2	R_1LhyOz9jrkIJQCi	95	6.5
R_1LhyOz9jrkIJQCi_3	R_1LhyOz9jrkIJQCi	203	1.5
R_1LhyOz9jrkIJQCi_4	R_1LhyOz9jrkIJQCi	294	6.2
R_1LhyOz9jrkIJQCi_5	R_1LhyOz9jrkIJQCi	415	6.9
R_1CqdA4U3fMaXDFV_1	R_1CqdA4U3fMaXDFV	69	3.4
R_1CqdA4U3fMaXDFV_2	R_1CqdA4U3fMaXDFV	128	6.5
R_1CqdA4U3fMaXDFV_3	R_1CqdA4U3fMaXDFV	169	6.2
R_1CqdA4U3fMaXDFV_4	R_1CqdA4U3fMaXDFV	332	4.5
R_1CqdA4U3fMaXDFV_5	R_1CqdA4U3fMaXDFV	373	3.2
R_2R2E5hgGHIaKHXz_1	R_2R2E5hgGHIaKHXz	77	4.2
R_2R2E5hgGHIaKHXz_2	R_2R2E5hgGHIaKHXz	139	6.2
R_2R2E5hgGHIaKHXz_3	R_2R2E5hgGHIaKHXz	223	6.5
R_2R2E5hgGHIaKHXz_4	R_2R2E5hgGHIaKHXz	319	3.2
R_2R2E5hgGHIaKHXz_5	R_2R2E5hgGHIaKHXz	407	6.5
R_1ityVQ0Ru3wj74Y_1	R_1ityVQ0Ru3wj74Y	16	3.2
R_1ityVQ0Ru3wj74Y_2	R_1ityVQ0Ru3wj74Y	128	6.5
R_1ityVQ0Ru3wj74Y_3	R_1ityVQ0Ru3wj74Y	217	3.2
R_1ityVQ0Ru3wj74Y_4	R_1ityVQ0Ru3wj74Y	308	4.2
R_1ityVQ0Ru3wj74Y_5	R_1ityVQ0Ru3wj74Y	412	3.2
R_CaD7yFl7q5MrzCp_1	R_CaD7yFl7q5MrzCp	11	6.2
R_CaD7yFl7q5MrzCp_2	R_CaD7yFl7q5MrzCp	90	6.2
R_CaD7yFl7q5MrzCp_3	R_CaD7yFl7q5MrzCp	169	4.2
R_CaD7yFl7q5MrzCp_4	R_CaD7yFl7q5MrzCp	305	4.2
R_CaD7yFl7q5MrzCp_5	R_CaD7yFl7q5MrzCp	388	6.2
R_2f3zCPdKbNAtHjz_1	R_2f3zCPdKbNAtHjz	16	3.2
R_2f3zCPdKbNAtHjz_2	R_2f3zCPdKbNAtHjz	136	4.2
R_2f3zCPdKbNAtHjz_3	R_2f3zCPdKbNAtHjz	235	3.2
R_2f3zCPdKbNAtHjz_4	R_2f3zCPdKbNAtHjz	318	4.2
R_2f3zCPdKbNAtHjz_5	R_2f3zCPdKbNAtHjz	349	3.2
R_1mCXoR0Phty4GNS_1	R_1mCXoR0Phty4GNS	71	6.2
R_1mCXoR0Phty4GNS_2	R_1mCXoR0Phty4GNS	118	6.2
R_1mCXoR0Phty4GNS_3	R_1mCXoR0Phty4GNS	220	4.2
R_1mCXoR0Phty4GNS_4	R_1mCXoR0Phty4GNS	264	4.2
R_1mCXoR0Phty4GNS_5	R_1mCXoR0Phty4GNS	404	4.2
R_6EWvBQzv5PWplMR_1	R_6EWvBQzv5PWplMR	47	6.5
R_6EWvBQzv5PWplMR_2	R_6EWvBQzv5PWplMR	146	6.5
R_6EWvBQzv5PWplMR_3	R_6EWvBQzv5PWplMR	241	1.2
R_6EWvBQzv5PWplMR_4	R_6EWvBQzv5PWplMR	320	6.2
R_6EWvBQzv5PWplMR_5	R_6EWvBQzv5PWplMR	369	6.2
R_sLqHaHugH6UNWmJ_1	R_sLqHaHugH6UNWmJ	14	3.5
R_sLqHaHugH6UNWmJ_2	R_sLqHaHugH6UNWmJ	102	4.2
R_sLqHaHugH6UNWmJ_3	R_sLqHaHugH6UNWmJ	236	1.2
R_sLqHaHugH6UNWmJ_4	R_sLqHaHugH6UNWmJ	288	4.2
R_sLqHaHugH6UNWmJ_5	R_sLqHaHugH6UNWmJ	399	3.2
R_3Mh3XioD09Ziv3e_1	R_3Mh3XioD09Ziv3e	83	6.5
R_3Mh3XioD09Ziv3e_2	R_3Mh3XioD09Ziv3e	97	3.2
R_3Mh3XioD09Ziv3e_3	R_3Mh3XioD09Ziv3e	211	4.2
R_3Mh3XioD09Ziv3e_4	R_3Mh3XioD09Ziv3e	310	4.2
R_3Mh3XioD09Ziv3e_5	R_3Mh3XioD09Ziv3e	354	6.2
R_3prLLdsKpegL9zB_1	R_3prLLdsKpegL9zB	4	3.2
R_3prLLdsKpegL9zB_2	R_3prLLdsKpegL9zB	99	4.2
R_3prLLdsKpegL9zB_3	R_3prLLdsKpegL9zB	198	4.2
R_3prLLdsKpegL9zB_4	R_3prLLdsKpegL9zB	267	6.2
R_3prLLdsKpegL9zB_5	R_3prLLdsKpegL9zB	377	6.2
R_2VeUaWJRF3Q5wrV_1	R_2VeUaWJRF3Q5wrV	5	6.5
R_2VeUaWJRF3Q5wrV_2	R_2VeUaWJRF3Q5wrV	120	6.5
R_2VeUaWJRF3Q5wrV_3	R_2VeUaWJRF3Q5wrV	203	1.2
R_2VeUaWJRF3Q5wrV_4	R_2VeUaWJRF3Q5wrV	315	4.2
R_2VeUaWJRF3Q5wrV_5	R_2VeUaWJRF3Q5wrV	395	3.2
R_2X4cfCYn9QnkT48_1	R_2X4cfCYn9QnkT48	3	6.5
R_2X4cfCYn9QnkT48_2	R_2X4cfCYn9QnkT48	88	3.2
R_2X4cfCYn9QnkT48_3	R_2X4cfCYn9QnkT48	196	3.2
R_2X4cfCYn9QnkT48_4	R_2X4cfCYn9QnkT48	277	6.5
R_2X4cfCYn9QnkT48_5	R_2X4cfCYn9QnkT48	344	6.9
R_3e1PRXFPCHW02aE_1	R_3e1PRXFPCHW02aE	19	3.2
R_3e1PRXFPCHW02aE_2	R_3e1PRXFPCHW02aE	109	6.5
R_3e1PRXFPCHW02aE_3	R_3e1PRXFPCHW02aE	249	1
R_3e1PRXFPCHW02aE_4	R_3e1PRXFPCHW02aE	282	3.2
R_3e1PRXFPCHW02aE_5	R_3e1PRXFPCHW02aE	379	6.2
R_1feW3mcR2cAKD1d_1	R_1feW3mcR2cAKD1d	8	6.2
R_1feW3mcR2cAKD1d_2	R_1feW3mcR2cAKD1d	118	6.5
R_1feW3mcR2cAKD1d_3	R_1feW3mcR2cAKD1d	206	1.2
R_1feW3mcR2cAKD1d_4	R_1feW3mcR2cAKD1d	323	3.2
R_1feW3mcR2cAKD1d_5	R_1feW3mcR2cAKD1d	353	6.5
R_27DnQXvFdH7McLj_1	R_27DnQXvFdH7McLj	15	6.2
R_27DnQXvFdH7McLj_2	R_27DnQXvFdH7McLj	108	6.5
R_27DnQXvFdH7McLj_3	R_27DnQXvFdH7McLj	209	6.2
R_27DnQXvFdH7McLj_4	R_27DnQXvFdH7McLj	269	3.2
R_27DnQXvFdH7McLj_5	R_27DnQXvFdH7McLj	386	6.2
R_ahJOuKSFE5MQHmx_1	R_ahJOuKSFE5MQHmx	2	6.5
R_ahJOuKSFE5MQHmx_2	R_ahJOuKSFE5MQHmx	115	3.5
R_ahJOuKSFE5MQHmx_3	R_ahJOuKSFE5MQHmx	173	6.2
R_ahJOuKSFE5MQHmx_4	R_ahJOuKSFE5MQHmx	309	6.5
R_ahJOuKSFE5MQHmx_5	R_ahJOuKSFE5MQHmx	362	6.2
R_2b3pz3yErFof7J0_1	R_2b3pz3yErFof7J0	73	3.2
R_2b3pz3yErFof7J0_2	R_2b3pz3yErFof7J0	132	6.5
R_2b3pz3yErFof7J0_3	R_2b3pz3yErFof7J0	186	6.9
R_2b3pz3yErFof7J0_4	R_2b3pz3yErFof7J0	287	6.2
R_2b3pz3yErFof7J0_5	R_2b3pz3yErFof7J0	366	6.5
R_10Oubo14iYzYg4P_1	R_10Oubo14iYzYg4P	65	3.2
R_10Oubo14iYzYg4P_2	R_10Oubo14iYzYg4P	109	6.2
R_10Oubo14iYzYg4P_3	R_10Oubo14iYzYg4P	240	3.2
R_10Oubo14iYzYg4P_4	R_10Oubo14iYzYg4P	279	1.2
R_10Oubo14iYzYg4P_5	R_10Oubo14iYzYg4P	342	3.5
R_3Dq20TQOKkbRz5q_1	R_3Dq20TQOKkbRz5q	14	1.2
R_3Dq20TQOKkbRz5q_2	R_3Dq20TQOKkbRz5q	153	1.2
R_3Dq20TQOKkbRz5q_3	R_3Dq20TQOKkbRz5q	218	1.2
R_3Dq20TQOKkbRz5q_4	R_3Dq20TQOKkbRz5q	263	3.2
R_3Dq20TQOKkbRz5q_5	R_3Dq20TQOKkbRz5q	383	4.2
R_3PFDbsm1VfzcVtF_1	R_3PFDbsm1VfzcVtF	4	3.2
R_3PFDbsm1VfzcVtF_2	R_3PFDbsm1VfzcVtF	125	6.5
R_3PFDbsm1VfzcVtF_3	R_3PFDbsm1VfzcVtF	201	6.5
R_3PFDbsm1VfzcVtF_4	R_3PFDbsm1VfzcVtF	292	6.5
R_3PFDbsm1VfzcVtF_5	R_3PFDbsm1VfzcVtF	408	6.2
R_2SdaaEQiEj5MAkJ_1	R_2SdaaEQiEj5MAkJ	36	1.2
R_2SdaaEQiEj5MAkJ_2	R_2SdaaEQiEj5MAkJ	160	6.2
R_2SdaaEQiEj5MAkJ_3	R_2SdaaEQiEj5MAkJ	228	6.5
R_2SdaaEQiEj5MAkJ_4	R_2SdaaEQiEj5MAkJ	286	6.2
R_2SdaaEQiEj5MAkJ_5	R_2SdaaEQiEj5MAkJ	406	1.2
R_sYY3M27k4zjwPfz_1	R_sYY3M27k4zjwPfz	63	
R_sYY3M27k4zjwPfz_2	R_sYY3M27k4zjwPfz	145	3.2
R_sYY3M27k4zjwPfz_3	R_sYY3M27k4zjwPfz	245	6.5
R_sYY3M27k4zjwPfz_4	R_sYY3M27k4zjwPfz	260	6.5
R_sYY3M27k4zjwPfz_5	R_sYY3M27k4zjwPfz	375	6.5
R_PA1EeRUe6I55jgd_1	R_PA1EeRUe6I55jgd	42	4.2
R_PA1EeRUe6I55jgd_2	R_PA1EeRUe6I55jgd	146	6.5
R_PA1EeRUe6I55jgd_3	R_PA1EeRUe6I55jgd	214	6.5
R_PA1EeRUe6I55jgd_4	R_PA1EeRUe6I55jgd	328	6.5
R_PA1EeRUe6I55jgd_5	R_PA1EeRUe6I55jgd	410	6.5
R_3M41N1kfkXmVM41_1	R_3M41N1kfkXmVM41	54	6.2
R_3M41N1kfkXmVM41_2	R_3M41N1kfkXmVM41	144	6.5
R_3M41N1kfkXmVM41_3	R_3M41N1kfkXmVM41	235	4.5
R_3M41N1kfkXmVM41_4	R_3M41N1kfkXmVM41	261	6.5
R_3M41N1kfkXmVM41_5	R_3M41N1kfkXmVM41	400	6.2
R_3nIBkYebSUyUro6_1	R_3nIBkYebSUyUro6	67	6.9
R_3nIBkYebSUyUro6_2	R_3nIBkYebSUyUro6	126	6.5
R_3nIBkYebSUyUro6_3	R_3nIBkYebSUyUro6	210	3.2
R_3nIBkYebSUyUro6_4	R_3nIBkYebSUyUro6	265	4.2
R_3nIBkYebSUyUro6_5	R_3nIBkYebSUyUro6	371	6.5
R_24ja62GKQkLuSNX_1	R_24ja62GKQkLuSNX	75	6.9
R_24ja62GKQkLuSNX_2	R_24ja62GKQkLuSNX	93	6.5
R_24ja62GKQkLuSNX_3	R_24ja62GKQkLuSNX	231	3.2
R_24ja62GKQkLuSNX_4	R_24ja62GKQkLuSNX	272	6.2
R_24ja62GKQkLuSNX_5	R_24ja62GKQkLuSNX	359	4.2
R_xyg9o2AhhGJI11L_1	R_xyg9o2AhhGJI11L	7	6.5
R_xyg9o2AhhGJI11L_2	R_xyg9o2AhhGJI11L	85	3.2
R_xyg9o2AhhGJI11L_3	R_xyg9o2AhhGJI11L	180	6.2
R_xyg9o2AhhGJI11L_4	R_xyg9o2AhhGJI11L	332	4.2
R_xyg9o2AhhGJI11L_5	R_xyg9o2AhhGJI11L	357	1.2
R_1LpYwTsnVTmzc7J_1	R_1LpYwTsnVTmzc7J	55	3.2
R_1LpYwTsnVTmzc7J_2	R_1LpYwTsnVTmzc7J	139	4.2
R_1LpYwTsnVTmzc7J_3	R_1LpYwTsnVTmzc7J	179	1.2
R_1LpYwTsnVTmzc7J_4	R_1LpYwTsnVTmzc7J	324	1.2
R_1LpYwTsnVTmzc7J_5	R_1LpYwTsnVTmzc7J	389	3.2
R_1Cf5NtaZbCAGR7n_1	R_1Cf5NtaZbCAGR7n	32	3.2
R_1Cf5NtaZbCAGR7n_2	R_1Cf5NtaZbCAGR7n	131	1.2
R_1Cf5NtaZbCAGR7n_3	R_1Cf5NtaZbCAGR7n	201	1
R_1Cf5NtaZbCAGR7n_4	R_1Cf5NtaZbCAGR7n	271	1
R_1Cf5NtaZbCAGR7n_5	R_1Cf5NtaZbCAGR7n	394	3.2
R_272LHt5PRLHFyfn_1	R_272LHt5PRLHFyfn	50	1.2
R_272LHt5PRLHFyfn_2	R_272LHt5PRLHFyfn	119	3.2
R_272LHt5PRLHFyfn_3	R_272LHt5PRLHFyfn	190	1.2
R_272LHt5PRLHFyfn_4	R_272LHt5PRLHFyfn	256	1.2
R_272LHt5PRLHFyfn_5	R_272LHt5PRLHFyfn	382	1.2
R_2435eQ6SMKSjNdr_1	R_2435eQ6SMKSjNdr	6	1.5
R_2435eQ6SMKSjNdr_2	R_2435eQ6SMKSjNdr	103	3.4
R_2435eQ6SMKSjNdr_3	R_2435eQ6SMKSjNdr	212	1.2
R_2435eQ6SMKSjNdr_4	R_2435eQ6SMKSjNdr	255	4.2
R_2435eQ6SMKSjNdr_5	R_2435eQ6SMKSjNdr	417	3.2
R_8hNO9MPyID3p1EB_1	R_8hNO9MPyID3p1EB	22	6.2
R_8hNO9MPyID3p1EB_2	R_8hNO9MPyID3p1EB	110	6.5
R_8hNO9MPyID3p1EB_3	R_8hNO9MPyID3p1EB	178	3.2
R_8hNO9MPyID3p1EB_4	R_8hNO9MPyID3p1EB	330	3.2
R_8hNO9MPyID3p1EB_5	R_8hNO9MPyID3p1EB	384	1.2
R_1GTTZIslL1qczgw_1	R_1GTTZIslL1qczgw	13	6.5
R_1GTTZIslL1qczgw_2	R_1GTTZIslL1qczgw	131	6.5
R_1GTTZIslL1qczgw_3	R_1GTTZIslL1qczgw	247	6.5
R_1GTTZIslL1qczgw_4	R_1GTTZIslL1qczgw	317	6.2
R_1GTTZIslL1qczgw_5	R_1GTTZIslL1qczgw	341	6.2
R_OEkMJOq2pjKrdhD_1	R_OEkMJOq2pjKrdhD	22	4.2
R_OEkMJOq2pjKrdhD_2	R_OEkMJOq2pjKrdhD	149	6.5
R_OEkMJOq2pjKrdhD_3	R_OEkMJOq2pjKrdhD	189	4.2
R_OEkMJOq2pjKrdhD_4	R_OEkMJOq2pjKrdhD	315	3.2
R_OEkMJOq2pjKrdhD_5	R_OEkMJOq2pjKrdhD	340	3.2
R_1Iu8tApfebA0WZs_1	R_1Iu8tApfebA0WZs	18	6.2
R_1Iu8tApfebA0WZs_2	R_1Iu8tApfebA0WZs	158	6.9
R_1Iu8tApfebA0WZs_3	R_1Iu8tApfebA0WZs	188	3.2
R_1Iu8tApfebA0WZs_4	R_1Iu8tApfebA0WZs	333	4.2
R_1Iu8tApfebA0WZs_5	R_1Iu8tApfebA0WZs	338	6.2
R_1KpYeoDEDFfiXKm_1	R_1KpYeoDEDFfiXKm	5	6.2
R_1KpYeoDEDFfiXKm_2	R_1KpYeoDEDFfiXKm	134	6.5
R_1KpYeoDEDFfiXKm_3	R_1KpYeoDEDFfiXKm	204	6.5
R_1KpYeoDEDFfiXKm_4	R_1KpYeoDEDFfiXKm	330	6.5
R_1KpYeoDEDFfiXKm_5	R_1KpYeoDEDFfiXKm	356	6.2
R_1pVzLvHEgb6ay4E_1	R_1pVzLvHEgb6ay4E	39	6.5
R_1pVzLvHEgb6ay4E_2	R_1pVzLvHEgb6ay4E	104	6.2
R_1pVzLvHEgb6ay4E_3	R_1pVzLvHEgb6ay4E	184	3.2
R_1pVzLvHEgb6ay4E_4	R_1pVzLvHEgb6ay4E	274	6.5
R_1pVzLvHEgb6ay4E_5	R_1pVzLvHEgb6ay4E	363	6.2
R_cTvuPpKaq48etR7_1	R_cTvuPpKaq48etR7	80	6.5
R_cTvuPpKaq48etR7_2	R_cTvuPpKaq48etR7	153	6.2
R_cTvuPpKaq48etR7_3	R_cTvuPpKaq48etR7	208	6.2
R_cTvuPpKaq48etR7_4	R_cTvuPpKaq48etR7	290	3.2
R_cTvuPpKaq48etR7_5	R_cTvuPpKaq48etR7	411	4.2
R_encryCgu3aiu42B_1	R_encryCgu3aiu42B	33	4.2
R_encryCgu3aiu42B_2	R_encryCgu3aiu42B	166	1.2
R_encryCgu3aiu42B_3	R_encryCgu3aiu42B	207	6.2
