message_id	response_id	article_id	llm_empathy
R_3wr4CIeY7F2sP73_3	R_3wr4CIeY7F2sP73	192	5.016666667
R_3wr4CIeY7F2sP73_4	R_3wr4CIeY7F2sP73	281	5.916666667
R_3wr4CIeY7F2sP73_5	R_3wr4CIeY7F2sP73	336	5.916666667
R_1Io8qG15wprv7wG_1	R_1Io8qG15wprv7wG	26	1
R_1Io8qG15wprv7wG_2	R_1Io8qG15wprv7wG	150	1.916666667
R_1Io8qG15wprv7wG_3	R_1Io8qG15wprv7wG	244	1.583333333
R_1Io8qG15wprv7wG_4	R_1Io8qG15wprv7wG	275	2.583333333
R_1Io8qG15wprv7wG_5	R_1Io8qG15wprv7wG	376	2.583333333
R_3oGWvgpA3WsRlRG_1	R_3oGWvgpA3WsRlRG	54	1.75
R_3oGWvgpA3WsRlRG_2	R_3oGWvgpA3WsRlRG	151	2.166666667
R_3oGWvgpA3WsRlRG_3	R_3oGWvgpA3WsRlRG	193	1.583333333
R_3oGWvgpA3WsRlRG_4	R_3oGWvgpA3WsRlRG	284	5.316666667
R_3oGWvgpA3WsRlRG_5	R_3oGWvgpA3WsRlRG	345	2.166666667
R_bClDeCMHTrXnuNP_1	R_bClDeCMHTrXnuNP	32	5.75
R_bClDeCMHTrXnuNP_2	R_bClDeCMHTrXnuNP	158	2.583333333
R_bClDeCMHTrXnuNP_3	R_bClDeCMHTrXnuNP	225	2.15
R_bClDeCMHTrXnuNP_4	R_bClDeCMHTrXnuNP	278	1
R_bClDeCMHTrXnuNP_5	R_bClDeCMHTrXnuNP	409	5.5
R_3sBwmH6f8c5bjRk_1	R_3sBwmH6f8c5bjRk	56	1
R_3sBwmH6f8c5bjRk_2	R_3sBwmH6f8c5bjRk	94	4.15
R_3sBwmH6f8c5bjRk_3	R_3sBwmH6f8c5bjRk	242	4.833333333
R_3sBwmH6f8c5bjRk_4	R_3sBwmH6f8c5bjRk	288	1
R_3sBwmH6f8c5bjRk_5	R_3sBwmH6f8c5bjRk	360	2.333333333
R_1gkCxCAAloxr2og_1	R_1gkCxCAAloxr2og	30	1
R_1gkCxCAAloxr2og_2	R_1gkCxCAAloxr2og	137	2.916666667
R_1gkCxCAAloxr2og_3	R_1gkCxCAAloxr2og	225	2.416666667
R_1gkCxCAAloxr2og_4	R_1gkCxCAAloxr2og	296	1.916666667
R_1gkCxCAAloxr2og_5	R_1gkCxCAAloxr2og	349	5.466666667
R_3EMi9H6INraNIsy_1	R_3EMi9H6INraNIsy	55	1
R_3EMi9H6INraNIsy_2	R_3EMi9H6INraNIsy	148	1.25
R_3EMi9H6INraNIsy_3	R_3EMi9H6INraNIsy	248	1.583333333
R_3EMi9H6INraNIsy_4	R_3EMi9H6INraNIsy	301	1
R_3EMi9H6INraNIsy_5	R_3EMi9H6INraNIsy	414	2.416666667
R_1CDCVd3BLzRFvYW_1	R_1CDCVd3BLzRFvYW	36	1.583333333
R_1CDCVd3BLzRFvYW_2	R_1CDCVd3BLzRFvYW	136	1
R_1CDCVd3BLzRFvYW_3	R_1CDCVd3BLzRFvYW	215	5.466666667
R_1CDCVd3BLzRFvYW_4	R_1CDCVd3BLzRFvYW	301	5.5
R_1CDCVd3BLzRFvYW_5	R_1CDCVd3BLzRFvYW	378	2.25
R_2PzZcjCPek5Gsrf_1	R_2PzZcjCPek5Gsrf	62	4.5
R_2PzZcjCPek5Gsrf_2	R_2PzZcjCPek5Gsrf	132	1
R_2PzZcjCPek5Gsrf_3	R_2PzZcjCPek5Gsrf	197	1.916666667
R_2PzZcjCPek5Gsrf_4	R_2PzZcjCPek5Gsrf	264	1
R_2PzZcjCPek5Gsrf_5	R_2PzZcjCPek5Gsrf	385	1
R_tPuj2guRW2IW3Ul_1	R_tPuj2guRW2IW3Ul	56	2.166666667
R_tPuj2guRW2IW3Ul_2	R_tPuj2guRW2IW3Ul	140	2.666666667
R_tPuj2guRW2IW3Ul_3	R_tPuj2guRW2IW3Ul	252	1.916666667
R_tPuj2guRW2IW3Ul_4	R_tPuj2guRW2IW3Ul	273	5.116666667
R_tPuj2guRW2IW3Ul_5	R_tPuj2guRW2IW3Ul	396	4.3
R_1pWjqW6tA6K6MYj_1	R_1pWjqW6tA6K6MYj	74	5.583333333
R_1pWjqW6tA6K6MYj_2	R_1pWjqW6tA6K6MYj	129	5.583333333
R_1pWjqW6tA6K6MYj_3	R_1pWjqW6tA6K6MYj	232	4.75
R_1pWjqW6tA6K6MYj_4	R_1pWjqW6tA6K6MYj	283	5.75
R_1pWjqW6tA6K6MYj_5	R_1pWjqW6tA6K6MYj	405	1.5
R_3itiLqshSfHXeoT_1	R_3itiLqshSfHXeoT	76	1
R_3itiLqshSfHXeoT_2	R_3itiLqshSfHXeoT	168	4.583333333
R_3itiLqshSfHXeoT_3	R_3itiLqshSfHXeoT	216	1
R_3itiLqshSfHXeoT_4	R_3itiLqshSfHXeoT	285	1.916666667
R_3itiLqshSfHXeoT_5	R_3itiLqshSfHXeoT	364	1
R_2aIZGqZj4dLDI6f_1	R_2aIZGqZj4dLDI6f	38	5.75
R_2aIZGqZj4dLDI6f_2	R_2aIZGqZj4dLDI6f	122	1.75
R_2aIZGqZj4dLDI6f_3	R_2aIZGqZj4dLDI6f	183	1
R_2aIZGqZj4dLDI6f_4	R_2aIZGqZj4dLDI6f	312	4.15
R_2aIZGqZj4dLDI6f_5	R_2aIZGqZj4dLDI6f	343	1
R_2ymwwrbpEL95KG9_1	R_2ymwwrbpEL95KG9	82	1
R_2ymwwrbpEL95KG9_2	R_2ymwwrbpEL95KG9	135	5.466666667
R_2ymwwrbpEL95KG9_3	R_2ymwwrbpEL95KG9	221	2.583333333
R_2ymwwrbpEL95KG9_4	R_2ymwwrbpEL95KG9	260	1.916666667
R_2ymwwrbpEL95KG9_5	R_2ymwwrbpEL95KG9	336	5.316666667
R_SPD8SJu6QwFyOcN_1	R_SPD8SJu6QwFyOcN	10	5.466666667
R_SPD8SJu6QwFyOcN_2	R_SPD8SJu6QwFyOcN	138	4.866666667
R_SPD8SJu6QwFyOcN_3	R_SPD8SJu6QwFyOcN	219	1.916666667
R_SPD8SJu6QwFyOcN_4	R_SPD8SJu6QwFyOcN	306	1
R_SPD8SJu6QwFyOcN_5	R_SPD8SJu6QwFyOcN	352	6.083333333
R_1f3fRDbsl9jD5Ww_1	R_1f3fRDbsl9jD5Ww	30	1
R_1f3fRDbsl9jD5Ww_2	R_1f3fRDbsl9jD5Ww	107	1
R_1f3fRDbsl9jD5Ww_3	R_1f3fRDbsl9jD5Ww	212	1.916666667
R_1f3fRDbsl9jD5Ww_4	R_1f3fRDbsl9jD5Ww	275	1.833333333
R_1f3fRDbsl9jD5Ww_5	R_1f3fRDbsl9jD5Ww	358	1
R_Rklp4RWQVQgmWid_1	R_Rklp4RWQVQgmWid	66	4.416666667
R_Rklp4RWQVQgmWid_2	R_Rklp4RWQVQgmWid	133	1.916666667
R_Rklp4RWQVQgmWid_3	R_Rklp4RWQVQgmWid	199	1
R_Rklp4RWQVQgmWid_4	R_Rklp4RWQVQgmWid	327	1.916666667
R_Rklp4RWQVQgmWid_5	R_Rklp4RWQVQgmWid	370	6.316666667
R_w5etN0bXknX91q9_1	R_w5etN0bXknX91q9	74	2.333333333
R_w5etN0bXknX91q9_2	R_w5etN0bXknX91q9	124	1
R_w5etN0bXknX91q9_3	R_w5etN0bXknX91q9	195	3
R_w5etN0bXknX91q9_4	R_w5etN0bXknX91q9	329	1
R_w5etN0bXknX91q9_5	R_w5etN0bXknX91q9	351	1.916666667
R_2COOVjyAYcbSZBM_1	R_2COOVjyAYcbSZBM	40	1
R_2COOVjyAYcbSZBM_2	R_2COOVjyAYcbSZBM	89	1
R_2COOVjyAYcbSZBM_3	R_2COOVjyAYcbSZBM	192	5.016666667
R_2COOVjyAYcbSZBM_4	R_2COOVjyAYcbSZBM	334	1.916666667
R_2COOVjyAYcbSZBM_5	R_2COOVjyAYcbSZBM	391	1
R_vZuGlfj8lOmSY37_1	R_vZuGlfj8lOmSY37	42	1.583333333
R_vZuGlfj8lOmSY37_2	R_vZuGlfj8lOmSY37	117	5.116666667
R_vZuGlfj8lOmSY37_3	R_vZuGlfj8lOmSY37	223	1
R_vZuGlfj8lOmSY37_4	R_vZuGlfj8lOmSY37	314	5.633333333
R_vZuGlfj8lOmSY37_5	R_vZuGlfj8lOmSY37	390	1
R_PXOlJ2jSCXLT3Ff_1	R_PXOlJ2jSCXLT3Ff	27	2.133333333
R_PXOlJ2jSCXLT3Ff_2	R_PXOlJ2jSCXLT3Ff	106	1
R_PXOlJ2jSCXLT3Ff_3	R_PXOlJ2jSCXLT3Ff	251	1
R_PXOlJ2jSCXLT3Ff_4	R_PXOlJ2jSCXLT3Ff	331	1
R_PXOlJ2jSCXLT3Ff_5	R_PXOlJ2jSCXLT3Ff	374	4.833333333
R_2Ua8QrptM9JbrQW_1	R_2Ua8QrptM9JbrQW	66	5.316666667
R_2Ua8QrptM9JbrQW_2	R_2Ua8QrptM9JbrQW	92	6.15
R_2Ua8QrptM9JbrQW_3	R_2Ua8QrptM9JbrQW	238	1
R_2Ua8QrptM9JbrQW_4	R_2Ua8QrptM9JbrQW	270	4.15
R_2Ua8QrptM9JbrQW_5	R_2Ua8QrptM9JbrQW	387	2.166666667
R_3oA99lmBLFDBvnj_1	R_3oA99lmBLFDBvnj	6	5.25
R_3oA99lmBLFDBvnj_2	R_3oA99lmBLFDBvnj	94	1
R_3oA99lmBLFDBvnj_3	R_3oA99lmBLFDBvnj	182	5.25
R_3oA99lmBLFDBvnj_4	R_3oA99lmBLFDBvnj	293	1
R_3oA99lmBLFDBvnj_5	R_3oA99lmBLFDBvnj	362	1.583333333
R_3eaFPz1YPhmUqzt_1	R_3eaFPz1YPhmUqzt	65	3.75
R_3eaFPz1YPhmUqzt_2	R_3eaFPz1YPhmUqzt	155	4.416666667
R_3eaFPz1YPhmUqzt_3	R_3eaFPz1YPhmUqzt	239	4.416666667
R_3eaFPz1YPhmUqzt_4	R_3eaFPz1YPhmUqzt	326	1.916666667
R_3eaFPz1YPhmUqzt_5	R_3eaFPz1YPhmUqzt	348	1
R_1eQAOZUF4OeFfld_1	R_1eQAOZUF4OeFfld	48	5.466666667
R_1eQAOZUF4OeFfld_2	R_1eQAOZUF4OeFfld	87	1
R_1eQAOZUF4OeFfld_3	R_1eQAOZUF4OeFfld	177	1
R_1eQAOZUF4OeFfld_4	R_1eQAOZUF4OeFfld	297	2.15
R_1eQAOZUF4OeFfld_5	R_1eQAOZUF4OeFfld	393	1.833333333
R_1oGrwdrSBjAsq7D_1	R_1oGrwdrSBjAsq7D	62	1.5
R_1oGrwdrSBjAsq7D_2	R_1oGrwdrSBjAsq7D	157	4.3
R_1oGrwdrSBjAsq7D_3	R_1oGrwdrSBjAsq7D	246	5.633333333
R_1oGrwdrSBjAsq7D_4	R_1oGrwdrSBjAsq7D	300	1
R_1oGrwdrSBjAsq7D_5	R_1oGrwdrSBjAsq7D	347	2.583333333
R_z83euUJF8eSSY8h_1	R_z83euUJF8eSSY8h	23	3.75
R_z83euUJF8eSSY8h_2	R_z83euUJF8eSSY8h	143	4.416666667
R_z83euUJF8eSSY8h_3	R_z83euUJF8eSSY8h	218	5.766666667
R_z83euUJF8eSSY8h_4	R_z83euUJF8eSSY8h	258	4.866666667
R_z83euUJF8eSSY8h_5	R_z83euUJF8eSSY8h	355	5.316666667
R_1LhyOz9jrkIJQCi_1	R_1LhyOz9jrkIJQCi	9	6.333333333
R_1LhyOz9jrkIJQCi_2	R_1LhyOz9jrkIJQCi	95	5.383333333
R_1LhyOz9jrkIJQCi_3	R_1LhyOz9jrkIJQCi	203	2.333333333
R_1LhyOz9jrkIJQCi_4	R_1LhyOz9jrkIJQCi	294	4.15
R_1LhyOz9jrkIJQCi_5	R_1LhyOz9jrkIJQCi	415	6.316666667
R_1CqdA4U3fMaXDFV_1	R_1CqdA4U3fMaXDFV	69	3
R_1CqdA4U3fMaXDFV_2	R_1CqdA4U3fMaXDFV	128	6.15
R_1CqdA4U3fMaXDFV_3	R_1CqdA4U3fMaXDFV	169	5.466666667
R_1CqdA4U3fMaXDFV_4	R_1CqdA4U3fMaXDFV	332	2.416666667
R_1CqdA4U3fMaXDFV_5	R_1CqdA4U3fMaXDFV	373	1.75
R_2R2E5hgGHIaKHXz_1	R_2R2E5hgGHIaKHXz	77	1.75
R_2R2E5hgGHIaKHXz_2	R_2R2E5hgGHIaKHXz	139	1.916666667
R_2R2E5hgGHIaKHXz_3	R_2R2E5hgGHIaKHXz	223	5.166666667
R_2R2E5hgGHIaKHXz_4	R_2R2E5hgGHIaKHXz	319	1.916666667
R_2R2E5hgGHIaKHXz_5	R_2R2E5hgGHIaKHXz	407	5.633333333
R_1ityVQ0Ru3wj74Y_1	R_1ityVQ0Ru3wj74Y	16	1
R_1ityVQ0Ru3wj74Y_2	R_1ityVQ0Ru3wj74Y	128	5.75
R_1ityVQ0Ru3wj74Y_3	R_1ityVQ0Ru3wj74Y	217	1.916666667
R_1ityVQ0Ru3wj74Y_4	R_1ityVQ0Ru3wj74Y	308	1.833333333
R_1ityVQ0Ru3wj74Y_5	R_1ityVQ0Ru3wj74Y	412	2.15
R_CaD7yFl7q5MrzCp_1	R_CaD7yFl7q5MrzCp	11	4.833333333
R_CaD7yFl7q5MrzCp_2	R_CaD7yFl7q5MrzCp	90	4.016666667
R_CaD7yFl7q5MrzCp_3	R_CaD7yFl7q5MrzCp	169	5.333333333
R_CaD7yFl7q5MrzCp_4	R_CaD7yFl7q5MrzCp	305	2.583333333
R_CaD7yFl7q5MrzCp_5	R_CaD7yFl7q5MrzCp	388	4.25
R_2f3zCPdKbNAtHjz_1	R_2f3zCPdKbNAtHjz	16	1.166666667
R_2f3zCPdKbNAtHjz_2	R_2f3zCPdKbNAtHjz	136	1
R_2f3zCPdKbNAtHjz_3	R_2f3zCPdKbNAtHjz	235	2.083333333
R_2f3zCPdKbNAtHjz_4	R_2f3zCPdKbNAtHjz	318	4.016666667
R_2f3zCPdKbNAtHjz_5	R_2f3zCPdKbNAtHjz	349	1.5
R_1mCXoR0Phty4GNS_1	R_1mCXoR0Phty4GNS	71	3.5
R_1mCXoR0Phty4GNS_2	R_1mCXoR0Phty4GNS	118	4.15
R_1mCXoR0Phty4GNS_3	R_1mCXoR0Phty4GNS	220	1
R_1mCXoR0Phty4GNS_4	R_1mCXoR0Phty4GNS	264	2.583333333
R_1mCXoR0Phty4GNS_5	R_1mCXoR0Phty4GNS	404	2.416666667
R_6EWvBQzv5PWplMR_1	R_6EWvBQzv5PWplMR	47	5.316666667
R_6EWvBQzv5PWplMR_2	R_6EWvBQzv5PWplMR	146	4.15
R_6EWvBQzv5PWplMR_3	R_6EWvBQzv5PWplMR	241	1
R_6EWvBQzv5PWplMR_4	R_6EWvBQzv5PWplMR	320	4.983333333
R_6EWvBQzv5PWplMR_5	R_6EWvBQzv5PWplMR	369	3.5
R_sLqHaHugH6UNWmJ_1	R_sLqHaHugH6UNWmJ	14	2.583333333
R_sLqHaHugH6UNWmJ_2	R_sLqHaHugH6UNWmJ	102	1.916666667
R_sLqHaHugH6UNWmJ_3	R_sLqHaHugH6UNWmJ	236	1
R_sLqHaHugH6UNWmJ_4	R_sLqHaHugH6UNWmJ	288	3.583333333
R_sLqHaHugH6UNWmJ_5	R_sLqHaHugH6UNWmJ	399	1.583333333
R_3Mh3XioD09Ziv3e_1	R_3Mh3XioD09Ziv3e	83	4.5
R_3Mh3XioD09Ziv3e_2	R_3Mh3XioD09Ziv3e	97	1
R_3Mh3XioD09Ziv3e_3	R_3Mh3XioD09Ziv3e	211	2.416666667
R_3Mh3XioD09Ziv3e_4	R_3Mh3XioD09Ziv3e	310	1.916666667
R_3Mh3XioD09Ziv3e_5	R_3Mh3XioD09Ziv3e	354	1.833333333
R_3prLLdsKpegL9zB_1	R_3prLLdsKpegL9zB	4	1
R_3prLLdsKpegL9zB_2	R_3prLLdsKpegL9zB	99	3.75
R_3prLLdsKpegL9zB_3	R_3prLLdsKpegL9zB	198	2.916666667
R_3prLLdsKpegL9zB_4	R_3prLLdsKpegL9zB	267	3
R_3prLLdsKpegL9zB_5	R_3prLLdsKpegL9zB	377	1.833333333
R_2VeUaWJRF3Q5wrV_1	R_2VeUaWJRF3Q5wrV	5	5.666666667
R_2VeUaWJRF3Q5wrV_2	R_2VeUaWJRF3Q5wrV	120	5.466666667
R_2VeUaWJRF3Q5wrV_3	R_2VeUaWJRF3Q5wrV	203	1.5
R_2VeUaWJRF3Q5wrV_4	R_2VeUaWJRF3Q5wrV	315	3
R_2VeUaWJRF3Q5wrV_5	R_2VeUaWJRF3Q5wrV	395	4.466666667
R_2X4cfCYn9QnkT48_1	R_2X4cfCYn9QnkT48	3	5.466666667
R_2X4cfCYn9QnkT48_2	R_2X4cfCYn9QnkT48	88	1
R_2X4cfCYn9QnkT48_3	R_2X4cfCYn9QnkT48	196	1.833333333
R_2X4cfCYn9QnkT48_4	R_2X4cfCYn9QnkT48	277	4.15
R_2X4cfCYn9QnkT48_5	R_2X4cfCYn9QnkT48	344	6.15
R_3e1PRXFPCHW02aE_1	R_3e1PRXFPCHW02aE	19	1.916666667
R_3e1PRXFPCHW02aE_2	R_3e1PRXFPCHW02aE	109	5.083333333
R_3e1PRXFPCHW02aE_3	R_3e1PRXFPCHW02aE	249	1
R_3e1PRXFPCHW02aE_4	R_3e1PRXFPCHW02aE	282	1.25
R_3e1PRXFPCHW02aE_5	R_3e1PRXFPCHW02aE	379	3
R_1feW3mcR2cAKD1d_1	R_1feW3mcR2cAKD1d	8	5.166666667
R_1feW3mcR2cAKD1d_2	R_1feW3mcR2cAKD1d	118	5.166666667
R_1feW3mcR2cAKD1d_3	R_1feW3mcR2cAKD1d	206	1
R_1feW3mcR2cAKD1d_4	R_1feW3mcR2cAKD1d	323	1
R_1feW3mcR2cAKD1d_5	R_1feW3mcR2cAKD1d	353	6.15
R_27DnQXvFdH7McLj_1	R_27DnQXvFdH7McLj	15	5.116666667
R_27DnQXvFdH7McLj_2	R_27DnQXvFdH7McLj	108	5.25
R_27DnQXvFdH7McLj_3	R_27DnQXvFdH7McLj	209	4.866666667
R_27DnQXvFdH7McLj_4	R_27DnQXvFdH7McLj	269	1
R_27DnQXvFdH7McLj_5	R_27DnQXvFdH7McLj	386	5.766666667
R_ahJOuKSFE5MQHmx_1	R_ahJOuKSFE5MQHmx	2	6.15
R_ahJOuKSFE5MQHmx_2	R_ahJOuKSFE5MQHmx	115	1.416666667
R_ahJOuKSFE5MQHmx_3	R_ahJOuKSFE5MQHmx	173	4.25
R_ahJOuKSFE5MQHmx_4	R_ahJOuKSFE5MQHmx	309	4.583333333
R_ahJOuKSFE5MQHmx_5	R_ahJOuKSFE5MQHmx	362	4.866666667
R_2b3pz3yErFof7J0_1	R_2b3pz3yErFof7J0	73	2.083333333
R_2b3pz3yErFof7J0_2	R_2b3pz3yErFof7J0	132	6.1
R_2b3pz3yErFof7J0_3	R_2b3pz3yErFof7J0	186	6.266666667
R_2b3pz3yErFof7J0_4	R_2b3pz3yErFof7J0	287	5.016666667
R_2b3pz3yErFof7J0_5	R_2b3pz3yErFof7J0	366	4.166666667
R_10Oubo14iYzYg4P_1	R_10Oubo14iYzYg4P	65	5
R_10Oubo14iYzYg4P_2	R_10Oubo14iYzYg4P	109	2.083333333
R_10Oubo14iYzYg4P_3	R_10Oubo14iYzYg4P	240	3.333333333
R_10Oubo14iYzYg4P_4	R_10Oubo14iYzYg4P	279	1
R_10Oubo14iYzYg4P_5	R_10Oubo14iYzYg4P	342	1.75
R_3Dq20TQOKkbRz5q_1	R_3Dq20TQOKkbRz5q	14	1
R_3Dq20TQOKkbRz5q_2	R_3Dq20TQOKkbRz5q	153	1
R_3Dq20TQOKkbRz5q_3	R_3Dq20TQOKkbRz5q	218	1
R_3Dq20TQOKkbRz5q_4	R_3Dq20TQOKkbRz5q	263	1
R_3Dq20TQOKkbRz5q_5	R_3Dq20TQOKkbRz5q	383	2.583333333
R_3PFDbsm1VfzcVtF_1	R_3PFDbsm1VfzcVtF	4	1
R_3PFDbsm1VfzcVtF_2	R_3PFDbsm1VfzcVtF	125	6.15
R_3PFDbsm1VfzcVtF_3	R_3PFDbsm1VfzcVtF	201	3.5
R_3PFDbsm1VfzcVtF_4	R_3PFDbsm1VfzcVtF	292	5
R_3PFDbsm1VfzcVtF_5	R_3PFDbsm1VfzcVtF	408	1.833333333
R_2SdaaEQiEj5MAkJ_1	R_2SdaaEQiEj5MAkJ	36	1
R_2SdaaEQiEj5MAkJ_2	R_2SdaaEQiEj5MAkJ	160	4.716666667
R_2SdaaEQiEj5MAkJ_3	R_2SdaaEQiEj5MAkJ	228	5.316666667
R_2SdaaEQiEj5MAkJ_4	R_2SdaaEQiEj5MAkJ	286	3.25
R_2SdaaEQiEj5MAkJ_5	R_2SdaaEQiEj5MAkJ	406	1
R_sYY3M27k4zjwPfz_1	R_sYY3M27k4zjwPfz	63	5.616666667
R_sYY3M27k4zjwPfz_2	R_sYY3M27k4zjwPfz	145	1.916666667
R_sYY3M27k4zjwPfz_3	R_sYY3M27k4zjwPfz	245	6.15
R_sYY3M27k4zjwPfz_4	R_sYY3M27k4zjwPfz	260	6.183333333
R_sYY3M27k4zjwPfz_5	R_sYY3M27k4zjwPfz	375	5.25
R_PA1EeRUe6I55jgd_1	R_PA1EeRUe6I55jgd	42	4.75
R_PA1EeRUe6I55jgd_2	R_PA1EeRUe6I55jgd	146	5.316666667
R_PA1EeRUe6I55jgd_3	R_PA1EeRUe6I55jgd	214	5.75
R_PA1EeRUe6I55jgd_4	R_PA1EeRUe6I55jgd	328	2.083333333
R_PA1EeRUe6I55jgd_5	R_PA1EeRUe6I55jgd	410	5.25
R_3M41N1kfkXmVM41_1	R_3M41N1kfkXmVM41	54	5.25
R_3M41N1kfkXmVM41_2	R_3M41N1kfkXmVM41	144	4.166666667
R_3M41N1kfkXmVM41_3	R_3M41N1kfkXmVM41	235	5.083333333
R_3M41N1kfkXmVM41_4	R_3M41N1kfkXmVM41	261	4.15
R_3M41N1kfkXmVM41_5	R_3M41N1kfkXmVM41	400	5.766666667
R_3nIBkYebSUyUro6_1	R_3nIBkYebSUyUro6	67	6.316666667
R_3nIBkYebSUyUro6_2	R_3nIBkYebSUyUro6	126	4.15
R_3nIBkYebSUyUro6_3	R_3nIBkYebSUyUro6	210	2.916666667
R_3nIBkYebSUyUro6_4	R_3nIBkYebSUyUro6	265	3
R_3nIBkYebSUyUro6_5	R_3nIBkYebSUyUro6	371	2.083333333
R_24ja62GKQkLuSNX_1	R_24ja62GKQkLuSNX	75	6.1
R_24ja62GKQkLuSNX_2	R_24ja62GKQkLuSNX	93	5.75
R_24ja62GKQkLuSNX_3	R_24ja62GKQkLuSNX	231	1
R_24ja62GKQkLuSNX_4	R_24ja62GKQkLuSNX	272	5.016666667
R_24ja62GKQkLuSNX_5	R_24ja62GKQkLuSNX	359	1
R_xyg9o2AhhGJI11L_1	R_xyg9o2AhhGJI11L	7	5.3
R_xyg9o2AhhGJI11L_2	R_xyg9o2AhhGJI11L	85	1
R_xyg9o2AhhGJI11L_3	R_xyg9o2AhhGJI11L	180	1.916666667
R_xyg9o2AhhGJI11L_4	R_xyg9o2AhhGJI11L	332	1.333333333
R_xyg9o2AhhGJI11L_5	R_xyg9o2AhhGJI11L	357	1
R_1LpYwTsnVTmzc7J_1	R_1LpYwTsnVTmzc7J	55	1.333333333
R_1LpYwTsnVTmzc7J_2	R_1LpYwTsnVTmzc7J	139	1.75
R_1LpYwTsnVTmzc7J_3	R_1LpYwTsnVTmzc7J	179	1
R_1LpYwTsnVTmzc7J_4	R_1LpYwTsnVTmzc7J	324	1
R_1LpYwTsnVTmzc7J_5	R_1LpYwTsnVTmzc7J	389	2.583333333
R_1Cf5NtaZbCAGR7n_1	R_1Cf5NtaZbCAGR7n	32	2.083333333
R_1Cf5NtaZbCAGR7n_2	R_1Cf5NtaZbCAGR7n	131	1
R_1Cf5NtaZbCAGR7n_3	R_1Cf5NtaZbCAGR7n	201	1
R_1Cf5NtaZbCAGR7n_4	R_1Cf5NtaZbCAGR7n	271	1
R_1Cf5NtaZbCAGR7n_5	R_1Cf5NtaZbCAGR7n	394	1
R_272LHt5PRLHFyfn_1	R_272LHt5PRLHFyfn	50	1
R_272LHt5PRLHFyfn_2	R_272LHt5PRLHFyfn	119	1
R_272LHt5PRLHFyfn_3	R_272LHt5PRLHFyfn	190	1
R_272LHt5PRLHFyfn_4	R_272LHt5PRLHFyfn	256	1
R_272LHt5PRLHFyfn_5	R_272LHt5PRLHFyfn	382	1
R_2435eQ6SMKSjNdr_1	R_2435eQ6SMKSjNdr	6	1.25
R_2435eQ6SMKSjNdr_2	R_2435eQ6SMKSjNdr	103	1.833333333
R_2435eQ6SMKSjNdr_3	R_2435eQ6SMKSjNdr	212	1
R_2435eQ6SMKSjNdr_4	R_2435eQ6SMKSjNdr	255	1.916666667
R_2435eQ6SMKSjNdr_5	R_2435eQ6SMKSjNdr	417	2.166666667
R_8hNO9MPyID3p1EB_1	R_8hNO9MPyID3p1EB	22	5.716666667
R_8hNO9MPyID3p1EB_2	R_8hNO9MPyID3p1EB	110	4.716666667
R_8hNO9MPyID3p1EB_3	R_8hNO9MPyID3p1EB	178	1
R_8hNO9MPyID3p1EB_4	R_8hNO9MPyID3p1EB	330	2.166666667
R_8hNO9MPyID3p1EB_5	R_8hNO9MPyID3p1EB	384	1
R_1GTTZIslL1qczgw_1	R_1GTTZIslL1qczgw	13	5.25
R_1GTTZIslL1qczgw_2	R_1GTTZIslL1qczgw	131	6.15
R_1GTTZIslL1qczgw_3	R_1GTTZIslL1qczgw	247	5.633333333
R_1GTTZIslL1qczgw_4	R_1GTTZIslL1qczgw	317	1.75
R_1GTTZIslL1qczgw_5	R_1GTTZIslL1qczgw	341	5.466666667
R_OEkMJOq2pjKrdhD_1	R_OEkMJOq2pjKrdhD	22	5.316666667
R_OEkMJOq2pjKrdhD_2	R_OEkMJOq2pjKrdhD	149	5.05
R_OEkMJOq2pjKrdhD_3	R_OEkMJOq2pjKrdhD	189	2.25
R_OEkMJOq2pjKrdhD_4	R_OEkMJOq2pjKrdhD	315	1.583333333
R_OEkMJOq2pjKrdhD_5	R_OEkMJOq2pjKrdhD	340	1.916666667
R_1Iu8tApfebA0WZs_1	R_1Iu8tApfebA0WZs	18	2.583333333
R_1Iu8tApfebA0WZs_2	R_1Iu8tApfebA0WZs	158	5.733333333
R_1Iu8tApfebA0WZs_3	R_1Iu8tApfebA0WZs	188	2
R_1Iu8tApfebA0WZs_4	R_1Iu8tApfebA0WZs	333	1.833333333
R_1Iu8tApfebA0WZs_5	R_1Iu8tApfebA0WZs	338	4.15
R_1KpYeoDEDFfiXKm_1	R_1KpYeoDEDFfiXKm	5	4.416666667
R_1KpYeoDEDFfiXKm_2	R_1KpYeoDEDFfiXKm	134	5.083333333
R_1KpYeoDEDFfiXKm_3	R_1KpYeoDEDFfiXKm	204	5.083333333
R_1KpYeoDEDFfiXKm_4	R_1KpYeoDEDFfiXKm	330	5.316666667
R_1KpYeoDEDFfiXKm_5	R_1KpYeoDEDFfiXKm	356	2.166666667
R_1pVzLvHEgb6ay4E_1	R_1pVzLvHEgb6ay4E	39	6.15
R_1pVzLvHEgb6ay4E_2	R_1pVzLvHEgb6ay4E	104	5.166666667
R_1pVzLvHEgb6ay4E_3	R_1pVzLvHEgb6ay4E	184	1.333333333
R_1pVzLvHEgb6ay4E_4	R_1pVzLvHEgb6ay4E	274	5.833333333
R_1pVzLvHEgb6ay4E_5	R_1pVzLvHEgb6ay4E	363	2.083333333
